,NtsbNo,EventType,Mkey,EventDate,City,State,Country,ReportNo,N#,SerialNumber,HasSafetyRec,Mode,ReportType,OriginalPublishedDate,DocketOriginalPublishedDate,HighestInjuryLevel,FatalInjuryCount,SeriousInjuryCount,MinorInjuryCount,ProbableCause,Findings,EventID,Latitude,Longitude ,Make,Model,AirCraftCategory,AirportID,AirportName,AmateurBuilt,NumberOfEngines,EngineType,Scheduled,PurposeOfFlight,FAR,AirCraftDamage,WeatherCondition,Operator,BroadPhaseofFlight,ReportStatus,RepGenFlag,MostRecentReportType,DocketUrl,ReportUrl,UTC_YEAR,count,Make_final,UTC_MTH,UTC_DAY,UTC_HOUR,UTC_WEEKDAY
905,ENG11WA040,INC,81230.0,2011-07-21T11:05:00Z,Palma de Mallorca Airport,,Spain,,G-GDFC,,False,Aviation,,2020-11-03T05:00:00Z,,,0.0,0.0,0.0,,,,,,BOEING,737,AIR,,,false,,,SCHD,,NUSC,,,Jet2.com,,,,Final,,,2011,,Boeing,7,21,11,Thursday
943,DCA11WA085,INC,81136.0,2011-07-16T11:15:00Z,St. John's,,Canada,,C-GKFJ,,False,Aviation,,2020-11-03T05:00:00Z,,,0.0,0.0,0.0,,,,,,BOEING,727,,,,false,,,SCHD,,UNK,Minor,,KELOWNA FLIGHTCRAFT AIR CHARTER LTD,,,,Final,,,2011,,Boeing,7,16,11,Saturday
951,DCA11CA084,ACC,81120.0,2011-07-14T20:33:00Z,Boston,Massachusetts,United States,,"N132EV, N185DN","15219, 27961",False,Aviation,DirectorBrief,2016-04-08T04:00:00Z,2018-11-05T16:47:00Z,,0.0,0.0,0.0,the B767 flight crew's failure to maintain a safe clearance with the CRJ900 that was stopped on a taxiway.,"Personnel issues - Psychological - Perception/orientation/illusion - Perception - Pilot of other aircraft, Personnel issues - Action/decision - Action - Incorrect action performance - Pilot of other aircraft",,42.353332,-71.014442,"BOMBARDIER, BOEING","CL600 2D24, 767 332","AIR, AIR",BOS,GENERAL EDWARD LAWRENCE LOGAN,"false, false","2, 2","TF, TF","SCHD, SCHD",,"121, 121","Substantial, Minor",VMC,"ATLANTIC SOUTHEAST AIRLINES INC, Delta Air Lines",Standing,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=81120,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/81120/pdf,2011,,Boeing,7,14,20,Thursday
963,DCA11WA096,ACC,81485.0,2011-07-11T22:20:00Z,Stockholm,,Sweden,,EI-DHG,,False,Aviation,,,,Serious,0.0,1.0,0.0,,,,,,BOEING,737,AIR,,Stockholm,false,2,,SCHD,,NUSC,,,Ryanair,Standing,,,,,,2011,,Boeing,7,11,22,Monday
993,DCA11RA080,ACC,81073.0,2011-07-08T14:11:00Z,Kisangani,,Congo,,9Q-COP,18323,False,Aviation,,2020-11-03T05:00:00Z,,Fatal,77.0,0.0,0.0,,,,,,BOEING,727,AIR,,,false,3,,SCHD,,NUSC,Substantial,,Hewa Bora Airlines,,,,Final,,,2011,,Boeing,7,8,14,Friday
995,ENG11WA039,INC,81121.0,2011-07-08T04:00:00Z,Tokyo,,Japan,,JA8674,,False,Aviation,,2020-11-03T05:00:00Z,,,0.0,0.0,0.0,,,,,,BOEING,767,,HND,Tokyo - Haneda International,false,,,SCHD,,NUSC,,,,,,,Final,,,2011,,Boeing,7,8,4,Friday
1032,CEN11FA444,ACC,80968.0,2011-07-03T16:50:00Z,Wetmore,Colorado,United States,,N4473N,75-1183,False,Aviation,DirectorBrief,2012-09-13T04:00:00Z,2012-07-12T18:59:00Z,Fatal,1.0,1.0,0.0,The pilot's failure to maintain clearance from terrain while maneuvering at low altitude.,"Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained, Personnel issues - Psychological - Attention/monitoring - Task monitoring/vigilance - Pilot",,38.194999,-105.086387,BOEING,B75N1,AIR,,,false,1,REC,,PERS,091,Substantial,VMC,QUETZAL LIMITED PARTNERSHIP,Maneuvering,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=80968,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/80968/pdf,2011,,Boeing,7,3,16,Sunday
1124,ENG11IA035,INC,80835.0,2011-06-21T01:07:00Z,Atlanta,Georgia,United States,,N6714Q,30485,False,Aviation,DirectorBrief,2013-11-20T05:00:00Z,,Minor,0.0,0.0,3.0,"Fuel leaking from the fuel flow transmitter that ignited on contact with the engine’s hot cases which resulted in an engine undercowl fire. The fuel leak resulted from the fuel flow transmitter end housing backing off from the main housing, creating a gap that allowed high pressure fuel to escape. Under certain assembly variances and operational load and temperature variations, the end housing joint may not be able to maintain the preload without eventually yielding, which results in the loosening of the joint and the resultant gap.","Aircraft - Aircraft power plant - Engine (turbine/turboprop) - Accessory drives - Capability exceeded, Aircraft - Aircraft power plant - Engine (turbine/turboprop) - Accessory drives - Related maintenance info, Organizational issues - Development - Design - Design of document/info - Manufacturer",,33.639167,-84.428054,BOEING,757-232,AIR,,,false,2,TF,SCHD,,121,,VMC,DELTA AIR LINES INC,Takeoff,Completed,,Final,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/80835/pdf,2011,,Boeing,6,21,1,Tuesday
1187,CEN11FA383,ACC,80751.0,2011-06-13T10:47:00Z,Oswego,Illinois,United States,,N390TH,44-85734,False,Aviation,DirectorBrief,2014-04-10T04:00:00Z,2014-03-18T13:51:00Z,Minor,0.0,0.0,1.0,"An inadequate repair of the fuel tank that allowed the fuel leak to continue, ultimately resulting in an in-flight fire.","Aircraft - Aircraft systems - Fuel system - Fuel storage - Incorrect service/maintenance, Personnel issues - Task performance - Maintenance - Repair - Maintenance personnel",,41.662498,-88.36444,BOEING,B-17G,AIR,ARR,Aurora Municipal,false,4,REC,,POSI,091,Substantial,VMC,"Liberty Foundation, Inc.",Initial Climb,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=80751,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/80751/pdf,2011,,Boeing,6,13,10,Monday
1199,DCA11CA073,ACC,80839.0,2011-06-11T18:58:00Z,San Fransico,California,United States,,N571UA,26681,False,Aviation,DirectorBrief,2011-08-31T04:00:00Z,,,0.0,0.0,0.0,The ramp personnel's failure to visually verify the position of the jetway before beginning the airplane pushback.,Aircraft - Aircraft handling/service - Towing and taxiing - (general) - Incorrect use/operation,,37.618057,-122.387779,BOEING,757-222,AIR,KSFO,San Francisco International,false,2,TJ,SCHD,,121,Substantial,VMC,UNITED AIR LINES INC,Pushback/Tow,Completed,,Final,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/80839/pdf,2011,,Boeing,6,11,18,Saturday
1230,CEN11LA375,ACC,79311.0,2011-06-04T15:15:00Z,Junction City,Kansas,United States,,N50052,75-1082,False,Aviation,DirectorBrief,2011-10-03T04:00:00Z,2011-07-01T16:31:00Z,,0.0,0.0,0.0,The degraded engine performance due to low compression on the cylinder and delayed ignition timing.,"Aircraft - Aircraft power plant - Ignition system - (general) - Incorrect use/operation, Aircraft - Aircraft power plant - Engine (reciprocating) - Recip eng cyl section - Malfunction",,39.043056,-96.843055,BOEING,A75N1(PT17),AIR,,,false,1,REC,,PERS,091,Substantial,VMC,,Initial Climb,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=79311,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/79311/pdf,2011,,Boeing,6,4,15,Saturday
1249,WPR11LA300,ACC,80953.0,2011-05-31T13:15:00Z,Los Angeles,California,United States,,N526UA,24994,False,Aviation,DirectorBrief,2012-11-07T05:00:00Z,2012-09-12T11:13:00Z,Serious,0.0,1.0,0.0,"The ground crewmembers’ failure to follow proper procedures for removing a stuck or jammed tow bar, which resulted in a ground crew injury.",Personnel issues - Task performance - Use of equip/info - Use of policy/procedure - Ground crew,,33.938888,-118.404724,BOEING,757-222,AIR,LAX,Los Angeles Intl.,false,2,TF,SCHD,,121,Minor,VMC,United Airlines,Pushback/Tow,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=80953,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/80953/pdf,2011,,Boeing,5,31,13,Tuesday
1265,CEN11LA365,ACC,79278.0,2011-05-27T16:00:00Z,Freemont,Michigan,United States,,N60147,75-1951,False,Aviation,DirectorBrief,2012-11-27T05:00:00Z,2012-09-26T15:08:00Z,Minor,0.0,0.0,1.0,The pilot’s failure to attain a positive climb rate following takeoff for reasons that could not be determined because the propeller was not provided for further examination. Contributing to the accident was the pilot's impairment from alcohol.,"Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Climb rate - Not attained/maintained, Not determined - Not determined - (general) - (general) - Unknown/Not determined, Personnel issues - Physical - Impairment/incapacitation - Alcohol - Pilot",,43.439445,-85.995002,BOEING,A75N1 (PT17),AIR,FFX,Fremont Municipal Airport,false,1,REC,,PERS,091,Substantial,VMC,Pilot,Unknown,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=79278,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/79278/pdf,2011,,Boeing,5,27,16,Friday
1275,DCA11WA064,ACC,79235.0,2011-05-26T17:30:00Z,Brussels,,Belgium,,SP-LLB,,False,Aviation,,,,,0.0,0.0,0.0,,,,,,BOEING,737,AIR,EBBR,Brussels,false,2,,SCHD,,NUSC,Substantial,,LOT,Landing,,,,,,2011,,Boeing,5,26,17,Thursday
1278,ENG11WA029,INC,79244.0,2011-05-26T14:40:00Z,"Seoul, Korea",,Republic Of Korea,,HL7553,267,False,Aviation,,2020-11-03T05:00:00Z,,,0.0,0.0,0.0,,,,,,AIRBUS,A330,AIR,,,false,2,,SCHD,,129,,,Korean Airlines,,,,Final,,,2011,,Airbus,5,26,14,Thursday
1291,DCA11CA060,ACC,79212.0,2011-05-23T16:20:00Z,Boone,North Carolina,United States,,N623DL,22913,False,Aviation,DirectorBrief,2011-12-27T05:00:00Z,2011-06-10T15:11:00Z,Serious,0.0,1.0,1.0,"Inadvertant encounter with convective turbulence while in cruise.  Contributing to the severity of the accident was the unrestrained status of the passenger, contrary to the lighted seat belt sign.","Environmental issues - Conditions/weather/phenomena - Turbulence - Convective turbulence - Effect on personnel, Personnel issues - Action/decision - Action - Incorrect action selection - Passenger",,36.364723,-81.57971899999998,BOEING,757,AIR,KATL,Atlanta,false,2,TF,SCHD,,121,,VMC,Delta Airlines,Enroute,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=79212,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/79212/pdf,2011,,Boeing,5,23,16,Monday
1293,DCA11WA063,ACC,79232.0,2011-05-23T04:00:00Z,Tel Aviv,,Israel,,4X-ECD,,False,Aviation,,2020-11-03T05:00:00Z,,,0.0,0.0,0.0,,,,,,BOEING,777,,,,false,,,SCHD,,NUSC,Substantial,,El Al,,,,Final,,,2011,,Boeing,5,23,4,Monday
1307,DCA11WA117,INC,83404.0,2011-05-21T01:00:00Z,Dublin,,Ireland,,EI-DPT,,False,Aviation,,,,,0.0,0.0,0.0,,,,,,Boeing,737,AIR,EIDW,Dublin,false,2,,SCHD,,NUSC,,,Ryanair,Takeoff,,,,,,2011,,Boeing,5,21,1,Saturday
1308,DCA11WA062,INC,79214.0,2011-05-20T22:10:00Z,Dublin,,Ireland,,EI-DLI,,False,Aviation,,2020-11-03T05:00:00Z,,,0.0,0.0,0.0,,,,,,BOEING,B737,AIR,,Dublin,false,2,,SCHD,,NUSC,,,Ryanair,Enroute,,,Final,,,2011,,Boeing,5,20,22,Friday
1316,WPR11CA251,ACC,79313.0,2011-05-19T16:30:00Z,Torrance,California,United States,,N81235,75-7990,False,Aviation,DirectorBrief,2011-08-22T04:00:00Z,2011-06-23T19:25:00Z,,0.0,0.0,0.0,The pilot's inadequate compensation for wind conditions.,"Personnel issues - Action/decision - Action - Incorrect action performance - Pilot, Environmental issues - Conditions/weather/phenomena - Wind - Windshear - Response/compensation",,33.801944,-118.336944,BOEING,B75N1,AIR,KTOA,Zamperini Field Airport,false,1,REC,,PERS,091,Substantial,VMC,,Landing,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=79313,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/79313/pdf,2011,,Boeing,5,19,16,Thursday
1319,DCA11PA075,ACC,79141.0,2011-05-18T18:27:00Z,Point Mugu,California,United States,,N707AR,20029,False,Aviation,DirectorBrief,2014-02-26T05:00:00Z,2011-11-14T15:17:00Z,Minor,0.0,0.0,3.0,"the failure of a midspar fitting, which was susceptible to fatigue cracking and should have been replaced with a newer, more fatigue-resistant version of the fitting as required by an airworthiness directive. Also causal was an erroneous maintenance entry made by a previous aircraft owner, which incorrectly reflected that the newer fitting had been installed.","Aircraft - Aircraft structures - Nacelles/pylons structure - Attach fittings (nac/pylon) - Fatigue/wear/corrosion, Aircraft - Aircraft structures - Nacelles/pylons structure - Attach fittings (nac/pylon) - Design, Aircraft - Aircraft structures - Nacelles/pylons structure - Attach fittings (nac/pylon) - Not serviced/maintained, Aircraft - Aircraft structures - Nacelles/pylons structure - Attach fittings (nac/pylon) - Related records",,34.106109,-119.130836,BOEING,707-321B,AIR,KNTD,Naval Base Ventura County,false,4,TF,,PUBU,PUBU,Substantial,VMC,"Omega Aerial Refueling Services, Inc.",Takeoff,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=79141,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/79141/pdf,2011,,Boeing,5,18,18,Wednesday
1343,DCA11WA058,INC,79119.0,2011-05-14T02:12:00Z,Cuenca,,Ecuador,,HC-CJB,,False,Aviation,,2020-11-03T05:00:00Z,,,0.0,0.0,0.0,,,,,,BOEING,737,,,,false,,,,,UNK,Minor,,Air Cuenca,,,,Final,,,2011,,Boeing,5,14,2,Saturday
1350,DCA11WA061,INC,79213.0,2011-05-12T21:36:00Z,Tao-Yuan,,Taiwan,,B-17917,,False,Aviation,,,,,0.0,0.0,0.0,,,,,,BOEING,MD-90,AIR,,Tao-Yuan,false,2,,SCHD,,NUSC,Minor,,UNI-Air,Landing,,,,,,2011,,Boeing,5,12,21,Thursday
1351,ERA11CA296,ACC,79093.0,2011-05-12T19:05:00Z,Atlanta,Georgia,United States,,"N308DE, N378DA","29656, 30265",False,Aviation,DirectorBrief,2012-02-23T05:00:00Z,2011-12-29T22:25:00Z,,0.0,0.0,0.0,The B737-700 pilot did not maintain adequate wing tip clearance while taxiing around the stopped B-737-800.,Personnel issues - Action/decision - Action - Unnecessary action - Pilot,,33.636665,-84.428054,"BOEING, BOEING","737-732, 737-832","AIR, AIR",ATL,Hartsfield - Jackson Atlanta,"false, false","2, 2","TF, TJ","SCHD, SCHD",,"121, 121","Minor, Substantial",VMC,"DELTA AIRLINES INC, DELTA AIR LINES INC",Taxi,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=79093,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/79093/pdf,2011,,Boeing,5,12,19,Thursday
1364,DCA11WA054,INC,79078.0,2011-05-10T03:59:00Z,Fukuoka,,Japan,,"JA602A, JA844C",,False,Aviation,,,,,0.0,0.0,0.0,,,,,,"BOEING, DE HAVILLAND","767, DHC8 - 400","AIR, AIR",,,"false, false",,,"SCHD, SCHD",,"NUSC, NUSC","None, None",,"ALL NIPPON AIRWAYS CO LTD, Japan Air Commuter Co.",Takeoff,,,,,,2011,,Boeing,5,10,3,Tuesday
1369,DCA11FA053,ACC,79072.0,2011-05-09T05:06:00Z,Chillicothe,Missouri,United States,,N801UA,686,False,Aviation,DirectorBrief,2013-05-28T04:00:00Z,,Serious,0.0,1.0,0.0,An inadvertent encounter with unforecast convective turbulence.,Environmental issues - Conditions/weather/phenomena - Turbulence - Convective turbulence - Effect on personnel,,39.876667,-93.640556,AIRBUS,A319,AIR,,,false,2,TF,SCHD,,121,,VMC,"United Airlines, Inc.",Enroute,Completed,,Final,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/79072/pdf,2011,,Airbus,5,9,5,Monday
1383,DCA11FA052,ACC,79069.0,2011-05-06T03:00:00Z,Greenville,Mississippi,United States,,N12221,28930,False,Aviation,DirectorBrief,2011-12-27T05:00:00Z,,,0.0,0.0,0.0,"The failure of a utility pipe beneath the ramp surface, which caused a localized void in the soil and resulting reduction in the load bearing capability of the ramp.",Environmental issues - Physical environment - Runway/land/takeoff/taxi surface - (general) - Contributed to outcome,,33.469165,-90.983612,BOEING,737,AIR,GLH,Mid Delta Regional Airport,false,2,,NSCH,POSI,121,Substantial,,CONTINENTAL AIRLINES INC,Taxi,Completed,,Final,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/79069/pdf,2011,,Boeing,5,6,3,Friday
1386,ENG11WA031,INC,79260.0,2011-05-05T17:20:00Z,Lahore,,Pakistan,,HZ-AIR,23269,False,Aviation,,2020-11-03T05:00:00Z,,,0.0,0.0,0.0,,,,,,BOEING,747,AIR,LHE,Lahore International,false,4,TF,SCHD,,NUSC,,,SAUDI ARABIAN AIRLINES CORP,,,,Final,,,2011,,Boeing,5,5,17,Thursday
1426,DCA11IA047,INC,78976.0,2011-04-26T14:33:00Z,Chicago,Illinois,United States,,N799SW,28209,False,Aviation,DirectorBrief,2012-06-11T04:00:00Z,2011-10-06T13:00:00Z,,0.0,0.0,0.0,"The flight crew's delayed deployment of the speedbrakes and thrust reversers, resulting in insufficient runway remaining to bring the airplane to a stop.

Contributing to the delay in deployment of these stopping devices was the flight crew's inadequate monitoring of the airplane's configuration after touchdown, likely as a result of being distracted by a perceived lack of wheel braking effectiveness.

Contributing to the incident was the flight crew's omission of the Before Landing checklist, which includes an item to verify speedbrake arming before touchdown, as a result of workload and operational distractions during the approach phase of flight.","Personnel issues - Task performance - Use of equip/info - Use of equip/system - Flight crew, Personnel issues - Action/decision - Info processing/decision - Identification/recognition - Flight crew, Personnel issues - Psychological - Attention/monitoring - Monitoring equip/instruments - Flight crew, Personnel issues - Task performance - Use of equip/info - Use of checklist - Flight crew, Aircraft - Aircraft systems - Flight control system - Drag control system - Incorrect use/operation, Aircraft - Aircraft power plant - Engine exhaust - Thrust reverser - Incorrect use/operation, Personnel issues - Action/decision - Action - Delayed action - Flight crew",,41.89046,-87.620109,BOEING,737-7Q8,AIR,KMDW,Chicago Midway,false,2,TF,SCHD,,121,Minor,IMC,SOUTHWEST AIRLINES CO,Landing,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=78976,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/78976/pdf,2011,,Boeing,4,26,14,Tuesday
1427,ERA11LA266,ACC,78971.0,2011-04-25T17:25:00Z,New York,New York,United States,,N807NW,0588,False,Aviation,DirectorBrief,2011-12-27T05:00:00Z,2011-11-09T19:39:00Z,Serious,0.0,1.0,0.0,"The flight attendant's inadvertent fall, which resulted in a serious injury.",Personnel issues - Physical - Impairment/incapacitation - Illness/injury - Cabin crew,,40.63972,-73.778892,AIRBUS,A330-323,AIR,JFK,John F. Kennedy International,false,2,TF,SCHD,,121,,VMC,"DELTA AIRLINES, INC",Pushback/Tow,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=78971,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/78971/pdf,2011,,Airbus,4,25,17,Monday
1430,DCA11WA051,INC,79021.0,2011-04-25T06:32:00Z,Stockholm,,Sweden,,EI-DAD,,False,Aviation,,2020-11-03T05:00:00Z,,,0.0,0.0,0.0,,,,,,BOEING,737,AIR,ESKN,Stockholm-Skavsta,false,2,,SCHD,,NUSC,,,Ryanair Ltd.,,,,Final,,,2011,,Boeing,4,25,6,Monday
1458,OPS11IA499,INC,78925.0,2011-04-18T18:06:00Z,Camp Springs,Maryland,United States,,,,False,Aviation,DirectorBrief,2011-12-27T05:00:00Z,2011-11-01T18:33:00Z,,0.0,0.0,0.0,The misapplication of wake turbulence and instrument flight rules (IFR) separation criteria by air traffic controllers.,"Personnel issues - Action/decision - Action - Incorrect action selection - ATC personnel, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - ATC personnel",,38.800125,-76.86959,"BOEING, BOEING","737, C17","AIR, AIR",ADW,Andrews Air Force Base,"false, false","2, 4",,,,"ARMF, ARMF","None, None",VMC,"United States Air Force, United States Air Force",Approach,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=78925,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/78925/pdf,2011,,Boeing,4,18,18,Monday
1462,DCA11WA046,ACC,78924.0,2011-04-17T14:00:00Z,Copenhagen,,Denmark,,B2078,,False,Aviation,,2020-11-03T05:00:00Z,,,0.0,0.0,0.0,,,,,,BOEING,777,AIR,EKCH,Copenhagen IAP,false,2,,NSCH,,NUSC,Substantial,,China Cargo Airlines,,,,Final,,,2011,,Boeing,4,17,14,Sunday
1464,ERA11CA247,ACC,78886.0,2011-04-16T23:42:00Z,Cheltenham,Maryland,United States,,N200UU,27809,False,Aviation,DirectorBrief,2011-08-22T04:00:00Z,,Serious,0.0,1.0,0.0,"The in-flight encounter with turbulence, resulting in an injury to a cabin attendant.",Environmental issues - Conditions/weather/phenomena - Turbulence - Convective turbulence - Contributed to outcome,,38.705554,-76.744445,BOEING,757-2B7,AIR,,,false,2,TF,SCHD,,121,,IMC,"U.S. Airways, Inc.",Enroute,Completed,,Final,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/78886/pdf,2011,,Boeing,4,16,23,Saturday
1476,DCA11WA048,INC,78979.0,2011-04-14T09:30:00Z,Barcelona,,Spain,,"N366AA, EI-EKB",25193,False,Aviation,,2020-11-03T05:00:00Z,,,0.0,0.0,0.0,,,,,,"BOEING, BOEING","767 323, 737 - 804","AIR, AIR",,,"false, false",2,TF,"SCHD, SCHD",,"121, NUSC","Minor, Minor",,"American Airlines, American Airlines",Taxi,,,Final,,,2011,,Boeing,4,14,9,Thursday
1480,DCA11WA079,ACC,81070.0,2011-04-13T19:55:00Z,Caracas,,Venezuela,,F-GZCB,,False,Aviation,,2020-11-03T05:00:00Z,,,0.0,0.0,0.0,,,,,,AIRBUS,Airbus A330,,CCS,Simon Bolivar IAP,false,,,SCHD,,NUSC,Substantial,,Air France,Landing,,,Final,,,2011,,Airbus,4,13,19,Wednesday
1491,DCA11LA045,ACC,78835.0,2011-04-11T21:06:00Z,Jamaica,New York,United States,,"F-HPJD, N641CA","49, 10122",True,Aviation,DirectorBrief,2020-03-30T04:00:00Z,2016-01-21T17:13:00Z,,0.0,0.0,0.0,the A380 flight crew's inability to identify that the wingtip path of their airplane would not maintain safe clearance from the CRJ701. Contributing to the accident was the failure of the CRJ701 flight crew to advise ATC that they were stopped with a portion of their airplane still extending onto the taxiway.,"Environmental issues - Task environment - Physical workspace - Visibility - Ability to respond/compensate, Personnel issues - Action/decision - Info processing/decision - Identification/recognition - Flight crew, Personnel issues - Action/decision - Action - Incomplete action - Pilot of other aircraft",,40.639167,-73.789443,"AIRBUS, BOMBARDIER","A380, CRJ","AIR, AIR",JFK,John F Kennedy IAP,"false, false","4, 2","TF, TF","SCHD, SCHD",,"129, 121","Substantial, Substantial",VMC,"Air France, Comair, Inc",Taxi,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=78835,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/78835/pdf,2011,,Airbus,4,11,21,Monday
